"date","day","flow_cms","temp_c"
"12/15/1982",74,420.491519173112,17.7422958616708
"12/16/1982",75,429.808433439434,17.8710993114246
"12/17/1982",76,455.116491569567,17.845410077949
"12/18/1982",77,471.784768624881,17.5333229166797
"12/19/1982",78,510.901195119402,17.1798458413096
"12/20/1982",79,502.879948039911,17.4878102303459
"12/21/1982",80,514.540883124936,17.4275258191739
"12/22/1982",81,503.671610025258,17.6756647143839
"12/23/1982",82,466.800638730026,17.782276264536
"12/24/1982",83,453.896274045813,17.4559392676603
"12/25/1982",84,468.12588213837,17.4109773664164
"12/26/1982",85,468.592211864824,17.6342550946137
"12/27/1982",86,444.523126128519,17.6627449513367
"12/28/1982",87,447.223347058981,17.8184950587593
"12/29/1982",88,489.863621885035,17.4659459106862
"12/30/1982",89,469.88820771106,17.7862988335158
"12/31/1982",90,518.904704413701,17.2765395620737
"01/01/1983",91,530.170030239288,17.9143186776987
"01/02/1983",92,508.441750759195,17.3152757873614
"01/03/1983",93,517.202020149569,17.4641810071296
"01/04/1983",94,521.469451700885,17.6536865614447
"01/05/1983",95,495.035590303625,17.8060569508314
"01/06/1983",96,462.273650027314,17.8212885273424
"01/07/1983",97,429.558942176356,18.1851638821461
"01/08/1983",98,434.554096814625,17.8412234968074
"01/09/1983",99,452.410229740705,17.698806244724
"01/10/1983",100,485.875792960074,17.3873843545265
"01/11/1983",101,505.598993022573,17.2405079278467
"01/12/1983",102,519.992179271923,17.7045674355411
"01/13/1983",103,536.279159626,17.7358772122016
"01/14/1983",104,514.22297059034,17.584200437539
"01/15/1983",105,502.537617105917,17.3837702885918
"01/16/1983",106,494.465103023225,17.8219121283582
"01/17/1983",107,478.336500457577,17.7198187748608
"01/18/1983",108,495.911666065594,17.5126065262774
"01/19/1983",109,476.778428570386,17.8079779787661
"01/20/1983",110,509.074401443165,17.3898744676089
"01/21/1983",111,550.197206873642,17.3110990210407
"01/22/1983",112,532.419532244683,17.210872322641
"01/23/1983",113,527.41445921896,17.5107181489169
"01/24/1983",114,545.346524425388,17.0343418660522
"01/25/1983",115,531.761737431991,17.1945314637229
"01/26/1983",116,565.896124571477,17.2398868632272
"01/27/1983",117,571.72132073052,17.0656313208054
"01/28/1983",118,534.986099280384,17.6996331772345
"01/29/1983",119,520.78773272116,17.3455592850447
"01/30/1983",120,534.617259610534,17.2943276292506
"01/31/1983",121,540.609625602736,17.3610987839338
"02/01/1983",122,547.560709602804,16.9172793170845
"02/02/1983",123,555.709276115892,17.0656273590025
"02/03/1983",124,567.893944128014,17.1525090879299
"02/04/1983",125,558.65516402247,17.2090737832465
"02/05/1983",126,554.078136549045,17.1473243417667
"02/06/1983",127,578.958685462625,17.1865251333629
"02/07/1983",128,582.51585497644,16.7527523870121
"02/08/1983",129,601.938776004564,17.1760897152473
"02/09/1983",130,594.864703551715,17.1122691750414
"02/10/1983",131,610.115563270505,16.8390220324608
"02/11/1983",132,609.62783733716,16.9166425744958
"02/12/1983",133,614.519836670887,17.1789669403837
"02/13/1983",134,614.888168737725,16.858555506765
"02/14/1983",135,594.898852788261,17.4849100146465
"02/15/1983",136,620.149648706993,16.923254171256
"02/16/1983",137,598.334189284543,17.0150440593822
"02/17/1983",138,593.360194261747,16.9463655910267
"02/18/1983",139,599.758913357699,17.0998828254442
"02/19/1983",140,589.903955104884,16.5772445096288
"02/20/1983",141,578.317403569652,17.0283363061421
"02/21/1983",142,575.081385264764,17.0914906765628
"02/22/1983",143,596.182441429988,16.9238242444789
"02/23/1983",144,577.057327114568,16.8824074176314
"02/24/1983",145,579.547384556847,17.3098285393781
"02/25/1983",146,581.251061852099,16.9060529129695
"02/26/1983",147,605.955904490559,17.0492609931191
"02/27/1983",148,594.393218891529,17.2170662970179
"02/28/1983",149,566.428136649481,17.1454575351886
"03/01/1983",150,583.511609073529,17.2956839080723
"03/02/1983",151,573.706588258529,17.0908777298381
"03/03/1983",152,599.282854470176,17.4932575906033
"03/04/1983",153,613.345639556569,17.1102807920243
"03/05/1983",154,633.459686483824,16.9300726285268
"03/06/1983",155,638.055397614537,16.9224170208589
"03/07/1983",156,632.864164125548,16.8286815059908
"03/08/1983",157,615.837126961994,17.0316695315377
"03/09/1983",158,634.741638833256,16.908628041614
"03/10/1983",159,584.754097945211,16.9827804306275
"03/11/1983",160,607.810004621002,16.8963770007771
"03/12/1983",161,592.36061366319,17.0647165873149
"03/13/1983",162,595.341818454359,16.7505005126587
"03/14/1983",163,575.956462590017,17.2090662454196
"03/15/1983",164,573.053307446498,17.2813962109353
"03/16/1983",165,563.373069578451,17.4512225611473
"03/17/1983",166,578.691350286476,17.1424364315471
"03/18/1983",167,571.266067386237,17.228119188496
"03/19/1983",168,549.902380995302,17.125802648218
"03/20/1983",169,601.341299094568,17.1602650871148
"03/21/1983",170,598.684508224556,17.2271644561093
"03/22/1983",171,596.941484665008,16.8972245306902
"03/23/1983",172,593.607834158553,17.1233808856657
"03/24/1983",173,612.603889378634,16.8626221678701
"03/25/1983",174,608.398226633429,17.1737356930333
"03/26/1983",175,632.358459363057,16.7559437395108
"03/27/1983",176,631.934344646574,17.0713901535174
"03/28/1983",177,598.257940395444,17.235029693794
"03/29/1983",178,595.313444073331,16.8753843400523
"03/30/1983",179,601.517407107153,16.9945672917881
"03/31/1983",180,598.333898370596,17.1973294977856
"04/01/1983",181,614.703289574929,16.4965096707194
"04/02/1983",182,627.369936206678,17.1438718289623
"04/03/1983",183,620.439596102938,16.9703836010456
"04/04/1983",184,616.377703636726,16.8617658495105
"04/05/1983",185,592.957340529237,17.1605283406069
"04/06/1983",186,575.529030022747,17.2705491405376
"04/07/1983",187,568.866103060775,16.7849735644626
"04/08/1983",188,548.681096792206,16.9306949548686
"04/09/1983",189,585.150764535229,17.1194305421603
"04/10/1983",190,600.150993033096,16.9269564433
"04/11/1983",191,598.919781474582,16.8921860981585
"04/12/1983",192,552.603749428072,16.7062821660491
"04/13/1983",193,555.090456005851,17.14603257625
"04/14/1983",194,584.041645041977,17.0422571487841
"04/15/1983",195,602.139336520471,16.8022012548659
"04/16/1983",196,611.695278866932,17.2106823705497
"04/17/1983",197,621.519981496576,16.9088134477161
"04/18/1983",198,618.902241473329,16.9753462003693
"04/19/1983",199,624.4674555407,16.6805253847214
"04/20/1983",200,603.694765289576,16.8239026557825
"04/21/1983",201,608.585072467213,16.7479304757885
"04/22/1983",202,606.869736365025,17.2873649725646
"04/23/1983",203,627.548494897072,17.0949881291688
"04/24/1983",204,667.697683940881,16.8718091435842
"04/25/1983",205,673.417642758253,16.7099183737916
"04/26/1983",206,694.158923519985,16.5251620649745
"04/27/1983",207,696.116847681382,16.0848407186171
"04/28/1983",208,668.011272860154,16.3585922679191
"04/29/1983",209,642.563289945329,16.6494033715818
"04/30/1983",210,646.699925105328,16.4218871739726
"05/01/1983",211,626.034434284115,17.1616975112019
"05/02/1983",212,619.513762990064,16.8007048267448
"05/03/1983",213,596.612012258488,17.2383040790602
"05/04/1983",214,616.54576191205,17.1534473699054
"05/05/1983",215,620.749213146759,17.009610194506
"05/06/1983",216,631.039608841395,17.0418172672711
"05/07/1983",217,646.960691063955,16.3879591181307
"05/08/1983",218,682.115768435528,16.1062200067493
"05/09/1983",219,654.163223603345,16.7994694521128
"05/10/1983",220,679.411169021337,16.6451866848645
"05/11/1983",221,686.969335079555,16.4945005031447
"05/12/1983",222,699.926662673857,16.389024838283
"05/13/1983",223,678.934437074093,16.2556254427304
"05/14/1983",224,672.378530895148,16.8157111765588
"05/15/1983",225,677.89015510251,16.2284277037937
"05/16/1983",226,712.811427313999,16.5404430563353
"05/17/1983",227,695.374991099661,16.1106855829559
"05/18/1983",228,695.648584260571,16.6573937498379
"05/19/1983",229,701.421132175936,16.5728714742469
"05/20/1983",230,698.751736152537,16.4493709001568
"05/21/1983",231,695.684835908287,16.8079433309721
"05/22/1983",232,694.146111448354,16.6619327155728
"05/23/1983",233,662.069419891445,16.5803478339485
"05/24/1983",234,648.46159703489,16.2039800340355
"05/25/1983",235,642.330889091379,16.903969281047
"05/26/1983",236,623.092818723618,17.0164654373206
"05/27/1983",237,644.666506319184,16.8681003842848
"05/28/1983",238,651.167225924391,16.7137219392696
"05/29/1983",239,670.070353433262,16.799564426996
"05/30/1983",240,658.737916485715,16.949474088764
"05/31/1983",241,639.064351113318,16.5283738690214
"06/01/1983",242,632.830235466292,16.5712090745683
"06/02/1983",243,635.799214469183,16.9543117288676
"06/03/1983",244,661.565584313133,16.9001685486053
"06/04/1983",245,667.916130080001,16.5829019426961
"06/05/1983",246,673.973586691246,16.3773849787869
"06/06/1983",247,664.203257443828,17.2550311902071
"06/07/1983",248,681.858972569636,16.6503388252317
"06/08/1983",249,701.419772474061,16.1192021864977
"06/09/1983",250,699.585911834034,16.5499625970234
"06/10/1983",251,708.761647961056,16.6616424289778
"06/11/1983",252,709.078142810534,16.4247059145038
"06/12/1983",253,657.371914318538,16.8191684504393
"06/13/1983",254,660.848743863153,16.6870458185385
"06/14/1983",255,662.315395242248,16.3494811219269
"06/15/1983",256,695.570368076724,16.6471722494988
"06/16/1983",257,685.467921084673,16.7977464011997
"06/17/1983",258,707.110902268537,16.7477372802474
"06/18/1983",259,688.401886916655,16.4656788388601
"06/19/1983",260,668.740882321427,16.5756894416297
"06/20/1983",261,702.410786431793,16.3250152450885
"06/21/1983",262,708.582245215166,16.6891252650841
"06/22/1983",263,714.837237844048,16.3760137132679
"06/23/1983",264,675.947595456469,16.6080416224811
"06/24/1983",265,688.693463720435,16.3496939628603
"06/25/1983",266,692.274429166354,16.7336601983965
"06/26/1983",267,676.559309097698,16.6153456596726
"06/27/1983",268,707.929968162217,16.7537139718889
"06/28/1983",269,712.899550303177,16.2489594253522
"06/29/1983",270,687.043905409469,16.6218829631122
"06/30/1983",271,683.369880660661,16.4808212508078
"07/01/1983",272,661.518308212941,16.7160438433071
"07/02/1983",273,646.120563942291,16.8422611139967
"07/03/1983",274,703.637289556484,16.7318523993212
"07/04/1983",275,684.454421491506,16.8877315270106
"07/05/1983",276,703.438640319491,16.1964598064036
"07/06/1983",277,683.695690914319,16.4153804135284
"07/07/1983",278,658.380123564634,16.9834230496129
"07/08/1983",279,661.755307753067,16.7243480313796
"07/09/1983",280,702.121233929829,16.2557676385623
"07/10/1983",281,721.280549475064,16.4590902290016
"07/11/1983",282,720.104120633583,16.462200730164
"07/12/1983",283,738.715433211691,16.7129633524969
"07/13/1983",284,707.772689897773,16.6057890456228
"07/14/1983",285,682.339318067535,16.3429699385532
"07/15/1983",286,695.95885170211,16.930082900044
"07/16/1983",287,712.447256510164,16.5254116951325
"07/17/1983",288,710.723090495507,16.2486116074569
"07/18/1983",289,727.893238548688,16.4704712179631
"07/19/1983",290,715.493650537357,16.0821645358211
"07/20/1983",291,755.333284558237,16.1818858166793
"07/21/1983",292,731.185677789096,16.5094267683025
"07/22/1983",293,726.257983053809,16.1646047033765
"07/23/1983",294,705.972876226085,15.9964705804866
"07/24/1983",295,724.733910556316,16.4021068939322
"07/25/1983",296,738.271163868387,16.2649005227212
"07/26/1983",297,736.478260905016,16.4655645823295
"07/27/1983",298,739.87964757815,16.722201009814
"07/28/1983",299,709.874421272566,16.2849519498952
"07/29/1983",300,734.466186621578,16.4093857248244
"07/30/1983",301,746.438961272215,15.815244941228
"07/31/1983",302,757.891138694529,15.8261919104281
"08/01/1983",303,778.629603588353,16.2947176156959
"08/02/1983",304,725.553086510188,16.232981828603
"08/03/1983",305,725.158503884411,15.8865854277658
"08/04/1983",306,693.810832016921,16.4653639069946
"08/05/1983",307,675.365266423889,16.9501967071401
"08/06/1983",308,645.96747318125,16.9538664373313
"08/07/1983",309,645.060482548182,16.7894987029441
"08/08/1983",310,639.422801089685,16.4453628603105
"08/09/1983",311,638.859912320395,16.8073501090644
"08/10/1983",312,655.619036866809,16.7753569099413
"08/11/1983",313,666.149379647712,17.1381025167902
"08/12/1983",314,699.407748536428,16.4440861532021
"08/13/1983",315,742.108211609903,16.2558315893604
"08/14/1983",316,737.016653329149,16.1649299236008
"08/15/1983",317,747.117283845977,16.1983228938505
"08/16/1983",318,746.496374318151,16.1713714163689
"08/17/1983",319,748.071780757195,15.9638404083707
"08/18/1983",320,765.050001894816,16.2803304595402
"08/19/1983",321,718.990307594936,16.8032527782011
"08/20/1983",322,700.466982566627,16.8682121467668
"08/21/1983",323,719.595294605039,16.0955905870171
"08/22/1983",324,704.477231677352,16.7149523589104
"08/23/1983",325,671.788087371197,16.5819051844541
"08/24/1983",326,666.755364972803,16.6209453000494
"08/25/1983",327,699.788826455494,16.7660607679068
"08/26/1983",328,682.165311524472,16.5276885998752
"08/27/1983",329,684.097295239265,16.8993755053626
"08/28/1983",330,708.446848684146,16.51616646146
"08/29/1983",331,699.244793531895,16.4668481462492
"08/30/1983",332,707.213498863724,16.7684314485717
"08/31/1983",333,714.105039277863,16.1945060471836
"09/01/1983",334,732.074408584939,16.2809568000658
"09/02/1983",335,706.269917232728,16.2179805730885
"09/03/1983",336,716.643136449061,16.1963894597455
"09/04/1983",337,705.694416871437,16.1735198773027
"09/05/1983",338,732.061209225029,16.2056768177767
"09/06/1983",339,734.475072629644,16.2757132568983
"09/07/1983",340,762.312667122239,16.2781644974745
"09/08/1983",341,751.612970183426,16.2456190438483
"09/09/1983",342,755.88163565646,16.2762969819
"09/10/1983",343,748.949033582943,16.2159831987443
"09/11/1983",344,800.146109970313,15.7517345997717
"09/12/1983",345,761.455972182722,16.4678652714252
"09/13/1983",346,777.432838849202,16.1600618489935
"09/14/1983",347,728.344139615366,16.6944858298737
"09/15/1983",348,728.179533081831,16.5102771946153
"09/16/1983",349,716.387720243424,15.9531120657355
"09/17/1983",350,715.537215176587,16.4147612163078
"09/18/1983",351,742.459616301187,16.3807630236822
"09/19/1983",352,722.688766028607,16.2738577418951
"09/20/1983",353,746.957462010501,16.4368238598509
"09/21/1983",354,759.724073852734,16.4142856569949
"09/22/1983",355,779.887892195048,16.3261853520212
"09/23/1983",356,771.551395553608,16.3917007807874
"09/24/1983",357,777.764763095262,16.3540034560332
"09/25/1983",358,729.547668485565,16.352469469003
"09/26/1983",359,675.342172267618,16.558535745537
"09/27/1983",360,677.11028866441,16.6610953815888
"09/28/1983",361,650.391419880712,16.6440256312941
"09/29/1983",362,689.428122854629,16.3575096649061
"09/30/1983",363,692.161359251825,16.9166928860708
"10/01/1983",364,708.497537318192,16.3160047996068
