species,length_mm,max_prey_length
pikeminnow,178.5314286980749,111.98990560887832
pikeminnow,230.78679807569185,118.04027308511164
pikeminnow,182.2333168258996,112.35843740876393
pikeminnow,251.90319456740755,121.03743038750264
pikeminnow,262.27102773669685,122.63516215983492
pikeminnow,254.3674291645133,121.40946742803634
pikeminnow,216.5608914627717,116.20671191416052
pikeminnow,192.02644936197487,113.37607915497559
pikeminnow,169.62907459862808,111.13926965736208
pikeminnow,161.91991518542886,110.44265477922261
pikeminnow,375.7652633279596,146.5476822315923
pikeminnow,190.76909355295726,113.24191869951306
pikeminnow,211.02586985462702,115.53211204228744
pikeminnow,164.4542217569297,110.66760620228739
pikeminnow,158.7314109638598,110.16522955294765
pikeminnow,172.68099502657947,111.42526154086312
pikeminnow,164.9834304403256,110.71507945096415
pikeminnow,385.3287094000486,149.19533300427938
pikeminnow,186.08841751552234,112.75159130671427
pikeminnow,174.8769027646564,111.63465724827495
pikeminnow,168.81118859193722,111.06361605866876
pikeminnow,159.21470909891224,110.20688102800365
pikeminnow,173.41093033971455,111.49452904916906
pikeminnow,166.41010243298908,110.84392298486743
pikeminnow,239.4661572417495,119.23142346252622
pikeminnow,171.09496056506515,111.2759079524845
pikeminnow,175.20295078324793,111.66600770043006
pikeminnow,167.36482323625611,110.93084851007802
pikeminnow,198.33783680259415,114.06531556396135
pikeminnow,161.0850285454171,110.36941203983118
pikeminnow,222.4538085853333,116.94863420470422
pikeminnow,243.27277670512592,119.7716297214426
pikeminnow,230.30842156088283,117.9762394790587
pikeminnow,306.6065673226754,130.48505045867094
pikeminnow,231.86012668378774,118.18455536108837
pikeminnow,218.56048493353885,116.45570271739807
pikeminnow,153.82444881485017,109.75037010347812
pikeminnow,190.62492790553262,113.2266025843632
pikeminnow,163.47949502324036,110.5806193062544
pikeminnow,154.58851774144097,109.81401039388352
pikeminnow,186.37747782458382,112.78145821557808
pikeminnow,187.71564200823698,112.92043087654739
pikeminnow,293.68203175337294,128.01825539272517
pikeminnow,189.22528039661012,113.07861316800788
pikeminnow,158.7935873873156,110.17058004663701
pikeminnow,351.10463031323695,140.22596751615276
pikeminnow,183.76862130596587,112.51386170331276
pikeminnow,201.023027716738,114.36661779526386
pikeminnow,248.32391157153492,120.50549120316168
pikeminnow,153.0016183735194,109.68222904920641
pikeminnow,221.28271834026978,116.79922813425637
pikeminnow,195.19631417973463,113.71893693310193
pikeminnow,200.10362353175162,114.26290665986232
pikeminnow,174.9493777487263,111.64162011776605
pikeminnow,186.78115827992278,112.82325900683814
pikeminnow,273.3702979501219,124.44191324011784
pikeminnow,153.62700088864648,109.73398165670422
pikeminnow,150.971027830806,109.51581171557139
pikeminnow,274.1168452157843,124.56709797464664
pikeminnow,161.90643303203368,110.44146862527418
pikeminnow,176.24771886120075,111.76691823909933
pikeminnow,165.21364060827474,110.7357846880511
pikeminnow,277.3433092818905,125.11352255055553
pikeminnow,176.38953558471255,111.78066912684925
pikeminnow,282.70312710744594,126.04081749540578
pikeminnow,220.95349872566436,116.75740300251012
pikeminnow,203.36671951932192,114.63357484833236
pikeminnow,182.72171193204002,112.40771468232354
pikeminnow,175.33690220280477,111.678906993207
pikeminnow,376.3064109637463,146.69447561451165
pikeminnow,164.25910766244536,110.65014688245056
pikeminnow,194.9171695178975,113.68847692485437
pikeminnow,195.84173969577913,113.78956346467285
pikeminnow,190.93825351478185,113.25990761230605
pikeminnow,197.00285416489268,113.9173182097639
pikeminnow,247.09323111003692,120.32488501356309
pikeminnow,191.55640652732382,113.32580360198034
pikeminnow,236.5652451154966,118.82707243104865
pikeminnow,156.8984460353611,110.00855340823101
pikeminnow,189.6275203539384,113.12101188347648
pikeminnow,183.39045559778933,112.47543763157238
pikeminnow,203.7797447001787,114.68100603310754
pikeminnow,225.60522744539867,117.3555702184389
pikeminnow,213.172668158473,115.79122240638408
pikeminnow,178.39458165288153,111.97645005695965
pikeminnow,191.59393390976516,113.32981216840199
pikeminnow,259.311364855799,122.17033561180357
pikeminnow,241.394138427788,119.50365778295988
pikeminnow,222.89632861946805,117.00534556544517
pikeminnow,292.61841696519053,127.82201946049513
pikeminnow,163.70500647212148,110.60069242520179
pikeminnow,191.73136729171298,113.3445003196965
pikeminnow,256.2230123846317,121.69276769491395
pikeminnow,191.3190248406943,113.30046865060086
pikeminnow,192.19042731897656,113.39365240568905
pikeminnow,151.70980867769757,109.57607210629988
pikeminnow,195.00104326094726,113.69762371197125
pikeminnow,166.01388454699332,110.80801400487582
pikeminnow,157.74529191009137,110.0806853084397
pikeminnow,282.0840805216576,125.93245780637646
pikeminnow,178.57891432333153,111.99457744536265
pikeminnow,158.72480928434322,110.164661594178
pikeminnow,221.87194963355003,116.87427899979517
pikeminnow,193.4018208471026,113.52402518898026
pikeminnow,168.18012841483463,111.00552854240216
pikeminnow,299.2874425173023,129.0693057787797
pikeminnow,194.26473388618018,113.61748544422953
pikeminnow,161.761862261219,110.4287563601581
pikeminnow,157.09829626530635,110.02553681756686
pikeminnow,176.7810277869972,111.81869535823296
pikeminnow,159.27005818130993,110.21166019631829
pikeminnow,169.10210299539352,111.09047753811393
pikeminnow,426.99534602127335,162.1496319256395
pikeminnow,266.2150276306479,123.265588632713
pikeminnow,164.19895916965027,110.64476937240705
pikeminnow,378.7477206303839,147.36118238667635
pikeminnow,282.8486339189893,126.0663354559247
pikeminnow,220.04125445281278,116.6419117156541
pikeminnow,195.49254608901796,113.75131810701069
pikeminnow,183.61096901327457,112.49783199883349
pikeminnow,290.03824854084047,127.35017513075339
pikeminnow,271.1812651220206,124.07753162325712
pikeminnow,186.23965957805743,112.76721149436293
pikeminnow,176.20411002775688,111.76269238585547
pikeminnow,158.9104361424651,110.18064165430285
pikeminnow,207.14104365961302,115.0713341991486
pikeminnow,157.25463810068308,110.03883975601006
pikeminnow,230.60200984542345,118.01551818768269
pikeminnow,190.1171510546996,113.17276518316547
pikeminnow,150.08061226661874,109.4436174856535
pikeminnow,260.1489010057394,122.30116014517726
pikeminnow,292.25679042753137,127.75553022961526
pikeminnow,205.13624542794852,114.8376007361391
pikeminnow,207.46807633684384,115.10972301256172
pikeminnow,265.20907313569626,123.10359012775012
pikeminnow,313.6303718447247,131.89095266009363
pikeminnow,250.93078329988057,120.89192863212881
pikeminnow,168.29271990954743,111.01587413953268
pikeminnow,194.23813036779563,113.61459670684812
pikeminnow,175.10996946869037,111.65706043061557
pikeminnow,169.46635214552083,111.12418475213289
pikeminnow,212.32810602526988,115.68890470959695
pikeminnow,240.41309277303716,119.36478204879974
pikeminnow,177.20719061962222,111.86019979203952
pikeminnow,153.62445809646965,109.73377075472867
pikeminnow,176.87497647904382,111.82783520785982
pikeminnow,192.91239199776692,113.47123513032737
pikeminnow,230.5794613549495,118.01249922327268
pikeminnow,176.75831553764704,111.8164866256542
pikeminnow,163.92893634591246,110.62065575900314
pikeminnow,304.7306004173857,130.11743873251956
pikeminnow,167.60350522090218,110.95266844934709
pikeminnow,310.265397433182,131.21155672659978
pikeminnow,196.0886553734212,113.81665582514663
pikeminnow,275.2988139169095,124.76625352001463
pikeminnow,175.17388068951178,111.6632097986234
pikeminnow,151.76543587736109,109.58062272367957
pikeminnow,207.9654445363574,115.16824742276796
pikeminnow,155.34634597538167,109.87747908552238
pikeminnow,156.55134041712114,109.97911372961656
pikeminnow,155.3401185431829,109.87695611874369
pikeminnow,152.11094923911895,109.60892926167232
pikeminnow,257.25699903528715,121.85181341788412
pikeminnow,160.71110128080161,110.33674667526246
pikeminnow,164.4946759056499,110.67122908466135
pikeminnow,152.9065967043943,109.67438627625354
pikeminnow,179.01162688735687,112.037215785449
pikeminnow,170.18851619309223,111.19125786101279
pikeminnow,153.05456074115918,109.68660109338985
pikeminnow,159.83713556762413,110.2607327031084
pikeminnow,243.6607087319396,119.82729895628385
pikeminnow,204.67809238251337,114.78457134376761
pikeminnow,192.0651104145258,113.38022080035678
pikeminnow,245.78536624881818,120.13422962007499
pikeminnow,163.06627730804672,110.54391939239684
pikeminnow,172.5500313453806,111.41286914406027
pikeminnow,185.97271758979,112.7396519156059
pikeminnow,152.14214145869232,109.6114882446085
pikeminnow,287.6308707293037,126.91524910073277
pikeminnow,160.3246416722945,110.30307641246125
pikeminnow,180.56084334482802,112.19085198426389
pikeminnow,239.46905674901532,119.23183077484873
pikeminnow,231.74443431288216,118.16896272284757
pikeminnow,157.69818498899312,110.0766614326645
pikeminnow,215.62603075954237,116.09126853364444
pikeminnow,334.0702556437504,136.25705633765293
pikeminnow,195.04240545777958,113.70213615464712
pikeminnow,192.28847752572509,113.40416875538959
pikeminnow,205.0592867913084,114.82868308157138
pikeminnow,360.6006217356483,142.57678670576058
pikeminnow,238.36672007000246,119.07743376020716
pikeminnow,223.85048024073038,117.12810288161101
pikeminnow,225.09845157132227,117.28964920960559
pikeminnow,175.63384222862064,111.70754228368315
pikeminnow,275.3632467352488,124.77714391116109
pikeminnow,217.45073488522794,116.31716747801387
pikeminnow,201.11848249765328,114.37741798735968
pikeminnow,158.90430866666028,110.18011382315926
pikeminnow,290.22063703660035,127.38333481831279
pikeminnow,225.8176158601666,117.38325265970539
pikeminnow,188.16545768219962,112.96740763309712
pikeminnow,189.0542520635621,113.06061775047093
pikeminnow,282.6054032627203,126.02368964377587
pikeminnow,175.41382809024057,111.68631995521338
pikeminnow,208.6567721916711,115.24987710133806
pikeminnow,219.9628652829489,116.63201515890124
pikeminnow,186.93190326467035,112.83889570275326
pikeminnow,202.21654380871547,114.50210020768351
pikeminnow,311.6064674755533,131.4810234459546
pikeminnow,166.85053276045096,110.88395308142323
pikeminnow,220.2425318058555,116.66734278843298
pikeminnow,168.06509629009327,110.99496683038397
pikeminnow,198.69560383109592,114.10518058475415
pikeminnow,162.6596062994092,110.50790345755777
pikeminnow,351.67960456979944,140.3654275720985
pikeminnow,182.5277864189993,112.38812993528272
pikeminnow,203.07848252597898,114.6005427559839
pikeminnow,254.26827549235557,121.39440564570704
pikeminnow,175.56223790911875,111.70063204493455
pikeminnow,234.22942686704417,118.50605117623057
pikeminnow,243.21492105170424,119.76333710275044
pikeminnow,179.4138913577765,112.07696101723148
pikeminnow,193.4209889412427,113.52609589219692
pikeminnow,150.43487698856026,109.47228415165362
pikeminnow,304.6109461150973,130.09410303561023
pikeminnow,218.3262182289955,116.42638564554647
pikeminnow,381.36838515729573,148.0850749248782
pikeminnow,395.5198980361493,152.14477501887333
pikeminnow,234.95682324013885,118.60558584197982
pikeminnow,172.10275792623747,111.37062728639792
pikeminnow,161.95530929112158,110.44576926777212
pikeminnow,157.77274149700762,110.08303067569643
pikeminnow,205.61038412045772,114.89263113495682
pikeminnow,160.3119151065425,110.30196916469104
pikeminnow,302.9336946768735,129.768397706285
pikeminnow,222.55161223162438,116.96115620929109
pikeminnow,235.5569369803277,118.68799908246132
pikeminnow,176.42194040197626,111.78381296513966
pikeminnow,161.03347019499944,110.36490294213836
pikeminnow,265.0609611955615,123.07980798242019
pikeminnow,284.65953015768304,126.38545177218775
pikeminnow,234.52396458446188,118.54630755706859
pikeminnow,163.41380447176627,110.57477797842454
pikeminnow,232.5733037749179,118.28089247594299
pikeminnow,266.1740216544116,123.25896888300892
pikeminnow,207.16107562444333,115.07368354737024
pikeminnow,224.9173388179148,117.26613512679538
pikeminnow,199.7649531302338,114.22484720571862
pikeminnow,152.22057386418146,109.6179253544261
pikeminnow,172.59446601338433,111.41707255210918
pikeminnow,231.68285859284092,118.16066776098612
pikeminnow,156.8216898118357,110.00203705390165
pikeminnow,250.14150393072126,120.77437060105972
pikeminnow,284.54914414991794,126.36591808785002
pikeminnow,161.53098625016221,110.40848175872748
pikeminnow,285.1381083508584,126.47026262275561
pikeminnow,163.1924097454891,110.55511069969323
pikeminnow,159.95841434104685,110.27125314329083
pikeminnow,155.0824976536044,109.85534220377156
pikeminnow,216.0753210089533,116.14667349797924
pikeminnow,219.35577153212066,116.55551791055008
pikeminnow,171.7291854002634,111.33544222510642
pikeminnow,299.0091611572407,129.01645275966717
pikeminnow,199.88596763423786,114.2384378414136
pikeminnow,272.80346601950686,124.34717581829084
pikeminnow,245.30031161871253,120.06385394723699
pikeminnow,191.17007399375717,113.2845905547528
pikeminnow,177.60117655526437,111.89867313684327
pikeminnow,209.7953462987682,115.38503367763978
pikeminnow,179.02709688974298,112.03874236961919
pikeminnow,286.4723865396268,126.7077702636409
pikeminnow,316.2577842668154,132.42900702903412
pikeminnow,152.91613159475835,109.67517300920363
pikeminnow,218.103656748777,116.39856936166761
pikeminnow,164.912747512949,110.70872875620975
pikeminnow,271.8310217441312,124.1852716577128
pikeminnow,227.30369429091823,117.57785910452107
pikeminnow,158.67145679105917,110.16007252188636
pikeminnow,200.80502507285294,114.3419750206434
pikeminnow,248.19443628528705,120.48643528910476
pikeminnow,180.1640934789218,112.15135999054685
pikeminnow,323.72548102275584,133.99514127825043
pikeminnow,164.4613044181589,110.66824041904296
pikeminnow,176.12407301858846,111.75493964736751
pikeminnow,221.15860982424405,116.78345191192857
pikeminnow,243.84412547464734,119.85365963244121
pikeminnow,243.70024686075467,119.832979213677
pikeminnow,233.15662543478317,118.3599670898841
pikeminnow,222.84638327762434,116.9989377770836
pikeminnow,255.559330893913,121.5911279767859
pikeminnow,165.0557656189289,110.7215817915649
pikeminnow,236.70429851941358,118.84631113630302
pikeminnow,200.29465252002285,114.28440835541032
pikeminnow,154.34501427861983,109.7936904330426
pikeminnow,176.40676688200685,111.78234078341994
pikeminnow,159.29785072015392,110.21406067375021
pikeminnow,185.27000223883215,112.66732335299017
pikeminnow,177.78052457335085,111.91621944430725
pikeminnow,190.20376225672453,113.18193622984036
pikeminnow,177.66473164495386,111.90488863547503
pikeminnow,158.5269248934284,110.14764943569222
pikeminnow,165.22403383830536,110.73672023379136
pikeminnow,167.65351355469934,110.95724461859399
pikeminnow,176.76421081662807,111.81705990133227
pikeminnow,160.89795035685964,110.35305865225786
pikeminnow,153.20522334953117,109.6990522239911
pikeminnow,178.02249938225432,111.93992520631728
pikeminnow,178.6834426529252,112.00486644899655
pikeminnow,187.46677192763997,112.8944966727696
pikeminnow,155.6244241115724,109.90085541936104
pikeminnow,177.83830968138804,111.92187714279358
pikeminnow,181.8877739118622,112.32366606973436
pikeminnow,207.7587668351434,115.14390740398484
pikeminnow,213.77354756977545,115.8643208762033
pikeminnow,165.6243136720956,110.77280219946041
pikeminnow,154.90169457660846,109.84019711879239
pikeminnow,170.11857258392206,111.18474739508976
pikeminnow,179.1029003395469,112.04622488303613
pikeminnow,153.89845591126425,109.75651884808532
pikeminnow,168.3105667564313,111.01751474157882
pikeminnow,184.3208790677776,112.57014052410841
pikeminnow,159.07562315498376,110.19487976756005
pikeminnow,210.3668582557709,115.45321339093906
pikeminnow,189.93075162793158,113.15304449319001
pikeminnow,166.57616353770376,110.85900192363532
pikeminnow,174.37738735953286,111.58675768017957
pikeminnow,368.8934578557352,144.71447494260423
pikeminnow,168.6296234224647,111.04687802890997
pikeminnow,223.96892018449356,117.14338648101827
pikeminnow,258.06675211707454,121.9769610964923
pikeminnow,186.1120367804962,112.75402971126593
pikeminnow,151.2961609825922,109.54229163708087
pikeminnow,316.62658229029626,132.50506695005197
pikeminnow,201.8333324836119,114.45849491910839
pikeminnow,170.55933646567595,111.22582551019725
pikeminnow,159.48038021434292,110.22983769097736
pikeminnow,190.1137655000069,113.17240679504368
pikeminnow,191.5751404595085,113.32780459053973
pikeminnow,358.4533680696935,142.0362760360243
pikeminnow,183.11067329881362,112.44706931428243
pikeminnow,313.9878553455589,131.96376777157778
pikeminnow,164.99609445726838,110.71621760905812
pikeminnow,186.00253916444848,112.74272845404882
pikeminnow,154.08321383742793,109.7718835371407
pikeminnow,342.30379955349787,138.13657260449872
pikeminnow,164.8026386751934,110.69884188287203
pikeminnow,173.60562853970296,111.5130616721838
pikeminnow,200.03162681928475,114.25480928090799
pikeminnow,156.40609589902994,109.96681653441597
pikeminnow,218.80789511958483,116.48670678179367
pikeminnow,200.81707382994531,114.3433361620069
pikeminnow,173.52057415309883,111.50496271338028
pikeminnow,251.44227627989915,120.96837127672171
pikeminnow,196.33431642844027,113.84365081452106
pikeminnow,222.7329415286843,116.98439029036838
pikeminnow,164.08859830826736,110.63490848168651
pikeminnow,318.7110649723973,132.93745940909716
pikeminnow,160.16619664289922,110.28929829619035
pikeminnow,160.6475783651567,110.33120597272425
pikeminnow,182.46224188624902,112.3815159953845
pikeminnow,181.97809605981388,112.33274760996731
pikeminnow,200.98798040880794,114.36265392466615
pikeminnow,209.60507941927867,115.36238546026165
pikeminnow,186.4801646863728,112.79208131378118
pikeminnow,164.02120665145895,110.62889063916695
pikeminnow,198.4070312493097,114.07301902582614
pikeminnow,230.1502932456053,117.95510988746679
pikeminnow,159.64978782901275,110.24449870277574
pikeminnow,257.12398120046873,121.83130532240068
pikeminnow,217.17717344861842,116.2831511133074
pikeminnow,187.31989589887445,112.87920998029435
pikeminnow,187.4777930638394,112.8956443070657
pikeminnow,159.33356308872857,110.21714588875571
pikeminnow,190.74891665023483,113.2397742898342
pikeminnow,293.4974592737485,127.98412927029064
pikeminnow,151.8764587215325,109.5897105688777
pikeminnow,180.5580167018783,112.19057026721363
pikeminnow,190.67133064568426,113.23153090784142
pikeminnow,153.29844760991196,109.7067633512934
pikeminnow,154.3619254294557,109.79510048408694
pikeminnow,404.9370129750575,154.99238734560822
pikeminnow,285.25020066088194,126.4901557983539
pikeminnow,179.31408032428084,112.06708967697769
pikeminnow,210.91573534556517,115.51890551091378
pikeminnow,175.41387979403044,111.68632493890728
pikeminnow,160.41538423415858,110.31097414598008
pikeminnow,163.37832550526122,110.57162422642295
pikeminnow,168.9014891325247,111.07194828237165
pikeminnow,198.1287570490124,114.042058064832
pikeminnow,169.2379350468663,111.10303761055755
pikeminnow,234.83256721287495,118.58855525028976
pikeminnow,192.45863323057853,113.42243381020842
pikeminnow,188.83681992108035,113.03776739570539
pikeminnow,280.12667666826064,125.5919989344455
pikeminnow,167.51359705762357,110.94444502915958
pikeminnow,220.80057572991038,116.73800143546364
pikeminnow,243.04215147792428,119.73858869215329
pikeminnow,174.99139670601593,111.64565851384697
pikeminnow,238.03351494196448,119.03094334503774
pikeminnow,200.9503370482332,114.35839736184066
pikeminnow,175.40657513067958,111.68562086402429
pikeminnow,195.8057987314992,113.78562329299163
pikeminnow,153.4197607973282,109.71680571528056
pikeminnow,265.25949068219444,123.11168968859442
pikeminnow,255.3665161649424,121.56166460466288
pikeminnow,224.57298556274756,117.22149251659204
pikeminnow,262.0613921387897,122.60200608247628
pikeminnow,213.0154583372766,115.77213899662262
pikeminnow,163.61209505329353,110.59241844463162
pikeminnow,175.04129406591844,111.65045554402518
pikeminnow,248.32806569483822,120.50610281319106
pikeminnow,240.97341937651248,119.44401221587205
pikeminnow,153.30586729353934,109.70737730181777
pikeminnow,404.18754406796046,154.76134553350778
pikeminnow,293.65547548601694,128.01334344826455
pikeminnow,166.2499660814444,110.8293982189788
pikeminnow,151.613501212101,109.56819800547133
pikeminnow,211.90992902647514,115.63842674944067
pikeminnow,164.29292136770528,110.65317093931073
pikeminnow,220.56984190803803,116.70875941053754
pikeminnow,165.22904929969297,110.7371717240127
pikeminnow,179.44177863539238,112.07972021437693
pikeminnow,197.09922802962203,113.92796241287591
pikeminnow,239.94607947675098,119.29892734208053
pikeminnow,187.59732405150183,112.90809618929383
pikeminnow,202.87632304489986,114.57740880856105
pikeminnow,314.9320869279875,132.15668941949647
pikeminnow,189.83683559788642,113.14311699263527
pikeminnow,200.4211271736722,114.29865751031517
pikeminnow,161.70481817171114,110.42374393806014
pikeminnow,201.06244561307514,114.37107697191577
pikeminnow,152.25564613394812,109.62080500400383
pikeminnow,156.63331985834682,109.98606020456461
pikeminnow,268.9079513414646,123.70333708586327
pikeminnow,322.1964958914732,133.66999407172077
pikeminnow,238.63258660254,119.11458845847149
pikeminnow,177.96635737334555,111.93442177189365
pikeminnow,225.33819638547504,117.32081193421679
pikeminnow,232.05154055660984,118.21037510757755
pikeminnow,238.66741686347865,119.11945989566698
pikeminnow,161.7497304440092,110.42769017925919
pikeminnow,175.45638079818602,111.69042215456915
pikeminnow,173.8285535127121,111.53431042711281
pikeminnow,328.1943261567047,134.9589055378237
pikeminnow,297.7974946998842,128.78714923982045
pikeminnow,184.7683008087507,112.6158803944803
pikeminnow,170.0252228978832,111.17606301596959
pikeminnow,324.7250746836079,134.20897235069572
pikeminnow,194.39749411837295,113.63190819780095
pikeminnow,165.43159135043095,110.75541748645924
pikeminnow,170.2129729918029,111.19353506144735
pikeminnow,234.1568987186307,118.49614814188574
pikeminnow,299.4441828227103,129.09910611059576
pikeminnow,210.67757324467794,115.49037556819364
pikeminnow,160.7364473497092,110.33895814175365
pikeminnow,222.38671848267234,116.94004847677417
pikeminnow,244.81738643377,119.9939661749729
pikeminnow,209.6831825845097,115.37167936394387
pikeminnow,268.46953560493614,123.63166397074276
pikeminnow,187.04603872820115,112.85074474723888
pikeminnow,280.0407848395295,125.57713474929405
pikeminnow,281.41276029804084,125.81532138701903
pikeminnow,188.00662138154522,112.95080439966037
pikeminnow,168.76520066286756,111.05937460682965
pikeminnow,174.71891382869725,111.61949032297242
pikeminnow,212.67626451569578,115.73102353469052
pikeminnow,208.62754926395618,115.24641989854447
pikeminnow,156.70335455868633,109.99199777780221
pikeminnow,160.33063933401007,110.30359826058142
pikeminnow,206.81877422093876,115.03357625810392
pikeminnow,284.47290339311206,126.35243286329148
pikeminnow,343.46000388126185,138.4062698711493
pikeminnow,177.13022820940918,111.85269580962643
pikeminnow,160.26134000388942,110.29756996402752
pikeminnow,161.0265737156528,110.36429992564057
pikeminnow,168.93725221577216,111.07524962313973
pikeminnow,188.21592099326085,112.97268603296266
pikeminnow,251.40125927488268,120.96223375926982
pikeminnow,197.90277288329824,114.01695307093598
pikeminnow,169.84793354576468,111.15958466576689
pikeminnow,309.0749275079546,130.9737844670415
pikeminnow,168.10853151695162,110.9989538826411
pikeminnow,171.10244510938742,111.27660905205175
pikeminnow,198.12295803266426,114.04141341419832
pikeminnow,185.12389696274548,112.6523253339627
pikeminnow,204.18944173638226,114.72816953827564
pikeminnow,153.34588856329427,109.71068948093645
pikeminnow,176.29722902084814,111.771717413468
pikeminnow,239.95490732531485,119.30017065494255
pikeminnow,191.16318720656483,113.28385677912237
pikeminnow,197.93985654857048,114.02107041911965
pikeminnow,237.25401257986948,118.9225079807259
pikeminnow,162.04508267912547,110.45367228412111
pikeminnow,163.87173658867883,110.61555346657012
pikeminnow,198.35457055044532,114.06717824875112
pikeminnow,173.759809302961,111.52775452921165
pikeminnow,177.06941400638664,111.8467689697507
pikeminnow,154.20214562994875,109.78178493870426
pikeminnow,161.14196547144138,110.37439341868361
pikeminnow,226.5651571978995,117.4809455993397
pikeminnow,164.2483764572324,110.64918730731311
pikeminnow,214.78134114324246,115.98748765879091
pikeminnow,177.7019924590826,111.90853382688633
pikeminnow,188.08142676915207,112.95862179136016
pikeminnow,192.4178161570491,113.41805063451912
pikeminnow,186.33880156696236,112.77745887933541
pikeminnow,171.61437420362418,111.32464628075464
pikeminnow,179.19077312316873,112.05490334327517
pikeminnow,181.93979905420605,112.32889635497592
pikeminnow,161.17425986211697,110.37721971869597
pikeminnow,152.69132696035697,109.6566387195551
pikeminnow,250.4720600612827,120.82354579920793
pikeminnow,380.18875422689683,147.75817468129654
pikeminnow,207.8473969727997,115.15434160383931
pikeminnow,160.93099448799515,110.35594563774876
pikeminnow,276.26461689907524,124.92986012722949
pikeminnow,168.03133876743559,110.99186893458341
pikeminnow,155.57123962061917,109.89638090524606
pikeminnow,166.1031575750746,110.81609627839626
pikeminnow,166.20172710192264,110.82502593686218
pikeminnow,186.95747028913036,112.84154922265832
pikeminnow,206.0964893093207,114.9492097833841
pikeminnow,212.60524435967093,115.7224249516606
pikeminnow,192.09813925379237,113.38375986350152
pikeminnow,152.82161283242945,109.66737659180495
pikeminnow,203.62540524633252,114.6632683665461
pikeminnow,372.954896747744,145.79107056953185
pikeminnow,246.20930697739252,120.19588611612976
pikeminnow,162.5181206729198,110.49539692311636
pikeminnow,185.7856423328569,112.7203654902638
pikeminnow,328.0303217501483,134.92317930526588
pikeminnow,236.5794170565559,118.82903252716788
pikeminnow,155.24978096978256,109.86937239528939
pikeminnow,211.17146036492804,115.54958310032062
pikeminnow,198.63365828778498,114.09827201830379
pikeminnow,187.0573181643762,112.85191618922866
pikeminnow,154.04602569473778,109.76878927215458
pikeminnow,163.08113290485738,110.54523697117797
pikeminnow,195.85098917814648,113.79057761518018
pikeminnow,177.4080629354127,111.87980295943333
pikeminnow,184.03653685178293,112.54113951378397
pikeminnow,210.96837924720626,115.5252171372354
pikeminnow,158.6575749323419,110.15887876911246
pikeminnow,213.85869489237868,115.87469964212468
pikeminnow,160.72741295476877,110.33816983787725
pikeminnow,174.79828508293218,111.62710798596991
pikeminnow,215.1631492178969,116.03433570006813
pikeminnow,152.49095952689322,109.64014480158869
pikeminnow,162.37776421398664,110.48300235074227
pikeminnow,221.06189613698552,116.77116563252298
pikeminnow,175.6380087914968,111.70794448146859
pikeminnow,150.48442670232572,109.47629964074166
pikeminnow,367.1896872579763,144.26870034331213
pikeminnow,187.28127244005506,112.87519242714953
pikeminnow,157.68735743049854,110.07573673267703
pikeminnow,212.61862120129467,115.72404425006414
pikeminnow,182.13189829694144,112.34822389274022
pikeminnow,202.14596438472287,114.49406157275361
