species,length_mm,max_prey_length
bass,262.7274936026149,122.70747984625035
bass,332.8964051099564,135.9948803682557
bass,208.02439335062823,115.17519508601104
bass,168.48169481928835,111.03325604659418
bass,171.29676317724324,111.29482368681523
bass,175.174482044591,111.66326767167769
bass,164.74367675552836,110.69355066213085
bass,231.831543639254,118.1807021168901
bass,227.95894222804063,117.66417438544735
bass,194.5387221771663,113.64726370350773
bass,178.23843486869666,111.96111142429432
bass,327.43523236369487,134.7937759894223
bass,154.94412835248787,109.84374983697045
bass,179.76898203532792,112.11213118802165
bass,181.31753671848054,112.26645191636793
bass,150.80737084572255,109.50250691872762
bass,198.20830326082574,114.05090313292801
bass,397.6068594497155,152.76554922374785
bass,202.50896424324628,114.53544131940264
bass,166.20587221458558,110.8254015847642
bass,222.69426263427997,116.9794323122091
bass,152.75925905831994,109.6622362583302
bass,249.50943676650786,120.68057744752647
bass,163.37494604643334,110.57132386419934
bass,207.79393232298,115.1480467013827
bass,312.1452533220126,131.58976753327852
bass,184.50673792484596,112.58912513187242
bass,181.96212903065882,112.331141805868
bass,169.9790976773612,111.17177396791914
bass,164.88715949642386,110.70643049379666
bass,193.17261574716048,113.49928329358048
bass,313.50907906878444,131.8662747410021
bass,267.8097388924286,123.52409748424391
bass,180.48525718211357,112.18332045908697
bass,318.6288721380523,132.92032932128868
bass,334.81701001798626,136.4245859798485
bass,318.1627671477139,132.82331204469213
bass,172.878004455781,111.44392380606149
bass,172.27936645466434,111.38729171915584
bass,152.16922368539178,109.61371052127038
bass,203.02710040711483,114.59466026047133
bass,174.11607506742544,111.56176265400961
bass,275.6124061520954,124.81928960390428
bass,153.07094229576643,109.68795424354161
bass,173.98190986486281,111.54894622822623
bass,252.81286944928655,121.1742137934793
bass,231.00886012577024,118.07005442842136
bass,170.23268572694732,111.19537080882714
bass,162.55820750473143,110.4989391251994
bass,212.89539600167066,115.75757644946816
bass,233.2510918024285,118.37279649216673
bass,181.6473613335938,112.29951906494504
bass,202.05200804390321,114.48336565615809
bass,195.78945122498104,113.7838314167357
bass,150.40876596544342,109.47016871600363
bass,254.88844003749165,121.48873804383382
bass,189.52960051973736,113.11068073882848
bass,220.73135609104753,116.72922491273967
bass,163.06234623469456,110.54357075871205
bass,254.5683979170997,121.4400190210459
bass,164.79287605748624,110.69796564092071
bass,164.42668942083603,110.66514111378741
bass,365.41364634293603,143.80766499302337
bass,180.93433005833597,112.22812052060449
bass,188.97166919025258,113.05193531919134
bass,182.32058522504343,112.36723120813201
bass,227.06478384523066,117.54646515162946
bass,191.9734696111792,113.37040518912832
bass,181.52965877491724,112.28771057310587
bass,158.66303086189941,110.1593479308305
bass,231.96387855692365,118.19854706825673
bass,250.84395308273744,120.8789720987549
bass,158.14870369595567,110.11520002096232
bass,195.31656204016699,113.7320742204377
bass,244.32596168516696,119.9230313841054
bass,159.04020150072068,110.19182523600084
bass,213.69552065813608,115.85481447536118
bass,279.1184661321575,125.41791873502959
bass,167.83806461646557,110.97414599273597
bass,169.0190950546722,111.08280765073303
bass,163.47195691799575,110.57994886878917
bass,244.00941681800623,119.87743728925913
bass,151.71618537971534,109.57659366209532
bass,289.784190421183,127.30403444293509
bass,190.01555099918212,113.1620132741274
bass,224.5719840345538,117.22136280110429
bass,198.9988265780409,114.13903506689897
bass,237.0564085104767,118.89509175596977
bass,153.91850217014257,109.75818492330131
bass,152.3105814966812,109.6253170214727
bass,166.0119626334826,110.80784005998758
bass,273.76041763699465,124.50727214614952
bass,271.80400942884717,124.1807855820013
bass,182.80442500110667,112.41607533049799
bass,158.2519664428265,110.1240507878081
bass,170.67267775490592,111.23640827935355
bass,252.86450622542958,121.18199759779999
bass,418.29478076072166,159.2423870179375
bass,183.28272773414548,112.46450867010863
bass,240.35610982182922,119.3567379339991
bass,202.27135444628576,114.5083451839076
bass,170.39419629778584,111.21042062080228
bass,236.713837006073,118.84763136021017
bass,391.5854729932345,150.9901177549705
bass,242.84410978844437,119.71024808938216
bass,189.64263892781526,113.12260754565754
bass,153.05711911196303,109.68681240944531
bass,229.58214261091612,117.87934273086879
bass,255.2532425347689,121.54436933714507
bass,299.6228865142284,129.1331096795117
bass,249.3435901394568,120.65601862458787
bass,235.96723793563444,118.74449951310051
bass,372.87880772933596,145.77071891580684
bass,209.2465964696221,115.31978170402897
bass,428.03037520350904,162.50302307874682
bass,150.31559251675614,109.46262341265326
bass,166.2887917902936,110.83291834849521
bass,157.72094506584654,110.07860543125159
bass,207.29204323225568,115.08905020535029
bass,173.82626957683493,111.53409256819857
bass,223.25432751247186,117.05132772389013
bass,166.2314914278528,110.8277235439882
bass,221.41634129453155,116.81622607646882
bass,241.5998037383519,119.5328637841861
bass,179.3574083954032,112.07137405431354
bass,163.20796403680004,110.55649145753608
bass,229.46079691813404,117.86319093805668
bass,180.1125899870648,112.1462407849709
bass,224.79017675237108,117.24963964932142
bass,169.7315867552256,111.14878135632588
bass,231.1231455053712,118.08539564517507
bass,257.9149544569669,121.95346095597857
bass,242.86802371339328,119.71366869068825
bass,158.21174758034536,110.12060281215877
bass,152.3010905286649,109.62453736825532
bass,160.16391720994108,110.28910019244698
bass,232.27431501368352,118.24045901344182
bass,357.0532650290555,141.68667474912905
bass,304.0345384934481,129.98187549524053
bass,284.13025649254683,126.29188891749618
bass,191.64228963926297,113.33497875444962
bass,154.36980238179623,109.79575732296094
bass,211.2360181499417,115.55733482388545
bass,215.16540659909884,116.03461298560426
bass,282.2399615843331,125.95971252413592
bass,201.54183529600633,114.42539218566816
bass,176.50503751479434,111.79187789295496
bass,150.8039388157433,109.50222807729122
bass,326.24772182347573,134.53662098291719
bass,185.89142012925623,112.7312678064321
bass,166.02446579413683,110.80897171319675
bass,251.02614186329762,120.90616450603521
bass,314.9441978728412,132.15916947623526
bass,169.25722235040192,111.1048219953067
bass,179.3731471368518,112.07293063339868
bass,186.18915829148128,112.76199410050683
bass,329.6298550100753,135.27278503929153
bass,189.2348382505013,113.0796193997687
bass,303.28177521074423,129.8357765454152
bass,252.37522615164906,121.10832666058062
bass,255.64726312083653,121.60457436129623
bass,157.67300188640374,110.07451084395713
bass,172.41083609964147,111.39970965433373
bass,153.3140566206499,109.7080549758926
bass,171.67767016406873,111.3305971138744
bass,269.9764988702902,123.87869026740792
bass,215.6408762054537,116.09309695996734
bass,233.9740180799817,118.47119480311656
bass,163.13943308724276,110.55040906687564
bass,319.17312209175833,133.03388169830123
bass,257.97958325988924,121.96346404396812
bass,196.04476445769808,113.81183701037403
bass,177.42703113815838,111.88165539514327
bass,173.75350830856266,111.52715377414565
bass,363.85037756148216,143.40492316044774
bass,164.23005161659972,110.64754887999595
bass,174.22276831226,111.57196286503454
bass,208.97729004497302,115.28783439353104
bass,304.82510792834,130.13587959012327
bass,161.0305331002728,110.3646461239796
bass,256.1632806893302,121.68360578808228
bass,260.0293001686481,122.28244389599507
bass,305.91953882616804,130.3500390580933
bass,240.0748883204242,119.31707458133666
bass,152.4655371010143,109.63805379478586
bass,157.6781822564969,110.07495320614515
bass,189.0457444109712,113.05972308399663
bass,167.43925022224806,110.9376487137195
bass,175.73516670912568,111.7173262390235
bass,202.79964061924542,114.56864096878627
bass,267.4806837772835,123.47058552792147
bass,162.3437905425593,110.48000402867203
bass,311.49705629844783,131.45897471166973
bass,331.0854335375297,135.5931974811615
bass,215.0223419971015,116.01704669680917
bass,172.8855211371313,111.44463632794594
bass,156.71617172316792,109.99308474478082
bass,336.6995023929988,136.84949223216503
bass,265.8679663074312,123.20960463381594
bass,162.4535266087103,110.48969125950924
bass,185.0104701090338,112.6406913586402
bass,373.76810641910345,146.00901838271108
bass,224.78913820670735,117.24950497701678
bass,182.68222933404306,112.40372532931057
bass,162.87346306798852,110.52683054327521
bass,291.419702713518,127.60206958519939
bass,164.27801427256338,110.65183766803641
bass,225.89423872986077,117.39324758694744
bass,158.76491805780762,110.16811266024446
bass,285.363210245181,126.51022284839021
bass,156.82361634580934,110.00220056665144
bass,194.3166173927616,113.62312055327831
bass,265.1223291723623,123.08965959079339
bass,249.53136293147398,120.68382590407799
bass,281.4364613859166,125.81945030365937
bass,367.7679077831399,144.41960062222464
bass,168.2131123195219,111.00855848897608
bass,205.26101220758585,114.85206678693261
bass,172.8102020566886,111.43749828123586
bass,223.64735928237354,117.10191542372803
bass,204.4609361247177,114.7594863254383
bass,267.94781128997005,123.54657775194501
bass,173.7238307261631,111.52432456388841
bass,176.93738830307683,111.83391007385627
bass,191.17306333246285,113.28490907348754
bass,208.81298248990674,115.2683674496573
bass,267.68999225506496,123.50461361856982
bass,197.1741001815509,113.93623609670858
bass,345.674825208309,138.9269240411753
bass,201.06515691915445,114.37138372881039
bass,263.8066881331668,122.87912677014054
bass,272.1236009388531,124.23390076854056
bass,150.92188886340332,109.51181518666533
bass,277.988730275261,125.22388635273555
bass,157.29214403681436,110.04203329827354
bass,177.60798156427936,111.89933852366376
bass,410.7045960249133,156.7964601961973
bass,157.32849333604798,110.04512917081162
bass,161.43612867852727,110.40016121923279
bass,198.85942829893528,114.12346374568367
bass,293.76132821261,128.03292612155886
bass,234.33966442241532,118.52111053354905
bass,193.90726389531957,113.57870882416115
bass,219.53326998028245,116.57785666003653
bass,161.87232926927854,110.43846868893469
bass,165.99520136421577,110.80632315988117
bass,222.60414233581912,116.96788457370972
bass,211.95698652503702,115.64410097105414
bass,207.1278357293558,115.06978532400795
bass,174.70717612342355,111.61836413345593
bass,226.43716645825012,117.4641903634075
bass,155.6023102052809,109.8989947257601
bass,154.27170623653583,109.78758000720741
bass,195.4934802757323,113.75142031542781
bass,304.17801079941177,130.0097808774934
bass,203.9197615712707,114.69711166056732
bass,200.41673116302968,114.29816205697172
bass,155.10631159447823,109.85733846619033
bass,193.75242805820463,113.56193924731576
bass,168.8790293456834,111.06987539515873
bass,157.21050289202475,110.03508284083021
bass,285.03763272350574,126.45244037866284
bass,194.35737565854424,113.6275485925219
bass,302.42836168066884,129.67077889805094
bass,180.55800658343745,112.1905692587696
bass,196.4649471508845,113.85802182563668
bass,165.17471176405235,110.7322811046332
bass,195.36448954721664,113.73731306191063
bass,197.68248114232253,113.9925133469094
bass,279.670458660176,125.51311950544105
bass,168.04877544614385,110.99346899353245
bass,176.07524977836349,111.75021240613384
bass,179.38472742448803,112.0740760377907
bass,293.3032991281504,127.9482634208591
bass,398.8861590598794,153.1489554791337
bass,155.59298406794696,109.89821010082761
bass,192.18137004794676,113.39268129022506
bass,171.0178402737073,111.26868590821668
bass,189.4787301360285,113.10531607894093
bass,171.25015621766914,111.29045277159045
bass,234.70405611165913,118.5709535034567
bass,337.66130962821387,137.06801927132568
bass,209.44498688037586,115.3433483728225
bass,187.85971353445663,112.93546270401752
bass,226.18593944250583,117.43133676716039
bass,160.03215119873374,110.277653907387
bass,158.22252072641072,110.12152630081638
bass,179.29332708146657,112.06503797418891
bass,189.1932150012863,113.07523782392082
bass,357.6290823722675,141.83018461558223
bass,166.416908141592,110.84454063155893
bass,264.76782857410626,123.03279274203148
bass,286.57857369889877,126.72673889989977
bass,205.0558726497539,114.82828755825594
bass,235.3093844171874,118.65397043351483
bass,151.3949184264315,109.55034731993828
bass,334.853374022154,136.43275883029057
bass,153.6787533048265,109.73827490556492
bass,230.32463119510214,117.97840649425537
bass,192.6642127524197,113.44452685112093
bass,331.6146541810011,135.71023205357454
bass,222.09045149375015,116.90217276894137
bass,326.32731082610076,134.55381141858925
bass,307.65558754847336,130.6920539850796
bass,180.5017615908703,112.18496467230753
bass,226.87627391384078,117.52172327307139
bass,189.97538430187424,113.1577644673667
bass,265.5029422633759,123.15082927219632
bass,170.3150664339801,111.20304513641875
bass,195.3257771438789,113.73308138289562
bass,257.4307322223244,121.87862000177977
bass,225.8377588188332,117.38587975938043
bass,167.71281894495675,110.9626735583777
bass,216.26115301264264,116.1696311350942
bass,365.9499524463826,143.94649161745932
bass,178.17646912456888,111.95502870134233
bass,209.63191754541344,115.36557859420489
bass,189.77580451706925,113.13666873180723
bass,201.51067255424863,114.42185670802114
bass,232.3869422717978,118.25568232531563
bass,333.24794994400116,136.07324711882566
bass,297.5019206416022,128.73141585507258
bass,275.3532147569156,124.77544808301072
bass,155.57973866950078,109.89709583176726
bass,220.0529546454215,116.64338922811352
bass,300.4673062201938,129.29418103693013
bass,320.9348132462803,133.40343992715327
bass,188.72199441135106,113.02571263717353
bass,186.11333606360898,112.75416385710459
bass,160.43523908642769,110.31270287442192
bass,186.37149528671694,112.78083952495584
bass,158.5665093479192,110.15105061054817
bass,203.14607124562156,114.60828339541784
bass,251.58842660612194,120.9902509330227
bass,201.292293574108,114.39709956056404
bass,164.55086300064562,110.67626261049716
bass,165.90986255907694,110.79860266823636
bass,212.97466901528753,115.76719047009021
bass,304.72749580215515,130.1168330831957
bass,200.56193562913518,114.31453424404522
bass,153.3694890307567,109.71264311884609
bass,195.09218093969744,113.7075679579055
bass,198.18066566852036,114.04782951592652
bass,229.37701053341243,117.85204477446119
bass,154.77968354049176,109.82998794884963
bass,150.57431893250163,109.48358822327991
bass,224.12071429759476,117.1629888717988
bass,375.2630374438092,146.4117670450513
bass,174.90295849321657,111.63716011106219
bass,241.0083790425247,119.4489633695221
bass,189.59891580943062,113.11799327883774
bass,160.59299596032602,110.32644706629276
bass,156.2574508459588,109.95424467129449
bass,150.38835066897965,109.46851501506056
bass,151.3737473862908,109.54861989746848
bass,207.5881712636808,115.12383880814467
bass,195.34609770000637,113.73530251244374
bass,226.7623133825493,117.50677847341295
bass,159.98761366065892,110.2737874073377
bass,186.9307061348132,112.83877146688755
bass,277.1355501565875,125.07807200489978
bass,241.61033164077924,119.53435968581613
bass,324.9617861955147,134.25975580925484
bass,208.98856650859625,115.28917109626191
bass,171.28564223323104,111.29378061371273
bass,204.48483085053334,114.76224497599581
bass,225.08426048747697,117.28780591071782
bass,150.47053053473127,109.47517335255941
bass,187.20301415658926,112.86705509819217
bass,201.21840232321296,114.38872996105792
bass,156.4543542480148,109.9709009314351
bass,230.94786458697746,118.06187054971093
bass,170.75065369866357,111.24369362433333
bass,243.1834504440089,119.75882739851103
bass,210.79950918732808,115.50497762586926
bass,279.56033147798945,125.49410535460922
bass,203.68643982668817,114.67028091228137
bass,152.28720614455213,109.62339690721488
bass,211.79740564653576,115.62486484860355
bass,163.29020606183906,110.56379457432358
bass,187.13226728478256,112.85970224055667
bass,232.7426038519133,118.303816815778
bass,158.28834725328738,110.12717057402399
bass,204.92705502130974,114.81337003046177
bass,163.33867145863616,110.5681002652308
bass,325.52454206959294,134.3807138462556
bass,193.86802908008465,113.57445797540096
bass,203.6261256208635,114.66335111895718
bass,181.63647826000803,112.29842684894021
bass,228.4700710058761,117.73172161836509
bass,195.3654226734995,113.73741507487037
bass,244.08727101163026,119.8886440662029
bass,158.65364405383963,110.1585407595431
bass,245.55729199637028,120.10111629858994
bass,192.55402652990648,113.4326819860454
bass,188.22037635026666,112.97315213763916
bass,173.7055825697865,111.52258521421905
bass,155.88987210999838,109.92321366843578
bass,197.60133573644436,113.98351904888662
bass,389.9805528008485,150.52492508283993
bass,201.80635890585805,114.45542935966246
bass,168.7036228237177,111.05369736580538
bass,160.52399792890407,110.32043390443965
bass,333.86546690428673,136.21121452448725
bass,347.28783248676143,139.30945351880106
bass,194.9251992355666,113.6893523974179
bass,298.1215030483791,128.84833554294275
bass,264.63231547404433,123.01108158327622
bass,336.0328441959489,136.69859395491267
bass,222.24414355773857,116.92181341372962
bass,157.3490561040595,110.04688085868486
bass,229.2570516334705,117.83609547468701
bass,268.63776441176424,123.65914762707544
bass,171.58101171488354,111.32151068407929
bass,349.7715538507137,139.90403791378094
bass,159.2861921556108,110.21305365112714
bass,153.94542872713814,109.76042321192473
bass,211.20905087746237,115.55409639915783
bass,167.12860594424234,110.90928872075918
bass,327.43465520794734,134.7936506600714
bass,241.31066088913695,119.49181248381497
bass,185.2170424528992,112.6618853198503
bass,374.21640811573906,146.129510022099
bass,208.53674266809892,115.2356808244952
bass,216.3617590274169,116.18207010536756
bass,203.81096716433726,114.68459628445409
bass,208.98251457634944,115.28845369429273
bass,190.35532311064915,113.19799647517902
bass,151.6738778343529,109.57313374870589
bass,182.21847616149603,112.3569424426657
bass,263.23467965328445,122.78803075828652
bass,198.27494057463446,114.05831606924532
bass,187.93993123302243,112.94383815322654
bass,312.22113385148236,131.60510495652758
bass,160.04999459200897,110.2792033110331
bass,234.38418169774133,118.52719451091728
bass,313.5115544369191,131.86677823152712
bass,161.64021352766792,110.41806958510229
bass,197.4223062098228,113.96369067302065
bass,176.66800217371522,111.80770702416318
bass,227.33095148983074,117.5814434596075
bass,359.8867182627132,142.3964952911411
bass,157.5285760785773,110.06218460047407
bass,164.1040898012109,110.6362922143047
bass,204.8494744678116,114.80439139077689
bass,242.2753218609927,119.62901778323219
bass,317.4684819626733,132.67919450730926
bass,168.1836320960317,111.00585036321495
bass,269.6288923526408,123.8215429682181
bass,193.17332775000926,113.49936009804425
bass,227.83485636460767,117.64780471764091
bass,314.91253318502083,132.1526855399341
bass,180.56764725448383,112.19153011613606
bass,208.67592730920902,115.2521435562517
bass,237.06748766598122,118.89662814197368
bass,195.35147592876572,113.73589042332924
bass,153.85186733996647,109.75264773656824
bass,172.55423867735814,111.4132670939193
bass,325.4532267297063,134.3653678048477
bass,170.5296371348467,111.22305378814085
bass,163.59330511275502,110.5907458024433
bass,167.4567151138561,110.93924493463985
bass,171.7695920277951,111.33924371429639
bass,170.63058269672285,111.23247689105128
bass,185.10179447871718,112.65005767085331
bass,195.86912568809151,113.79256634046612
bass,162.10300676809302,110.45877413751457
bass,202.5381770870132,114.53877528204305
bass,161.61006722237167,110.41542265144942
bass,272.09725795508257,124.22951942085598
bass,238.62379116931774,119.11335845370103
bass,236.7309907321611,118.85000578174984
bass,176.36455550207714,111.77824607317274
bass,312.80627436558586,131.7235624269973
bass,187.17526834361263,112.86417103445379
bass,383.7102703357342,148.73922220565044
bass,215.86298147512085,116.12047083283909
bass,154.90045265449876,109.84009315670586
bass,265.82763447297356,123.20310514412952
bass,157.50104088541136,110.05983600556674
bass,152.4907418544593,109.64012689627687
bass,212.88161910047478,115.75590606995019
bass,316.14603960296563,132.40598721761498
bass,242.59861464952047,119.67515806479781
bass,151.65167051650965,109.57131806293066
bass,175.53304382290173,111.6978155748562
bass,164.26339022160766,110.65052984503123
bass,241.75357921324954,119.55472196309343
bass,303.817990999094,129.93979324200654
bass,299.76835987859437,129.1608118102601
bass,156.86856480100533,110.00601616345733
bass,228.15988386724604,117.69070676846414
bass,359.19102867413375,142.22136609243466
bass,175.253438549679,111.67086825349087
bass,269.9548662900526,123.87513090382352
bass,170.34135896785477,111.20549535934212
bass,150.02753122960308,109.43932870123668
bass,157.08151102109514,110.0241094634912
bass,166.0532904951842,110.81158098753356
bass,211.604438289146,115.60162788936013
bass,162.46860413683083,110.49102284459968
bass,208.1594881120053,115.19112626301083
bass,215.82165723452462,116.11537510948597
bass,295.24931370706787,128.30926811088068
bass,305.7304798285819,130.3129637433414
bass,154.95131551789683,109.84435168172334
bass,232.0665864299632,118.21240578231296
bass,255.38437229468053,121.56439190572021
bass,347.30535927849866,139.3136256230066
bass,159.17380067127908,110.20334995225234
bass,272.5141014604333,124.29891645682623
bass,153.7439888770149,109.74368898242636
bass,216.37223844249732,116.18336619399284
bass,211.3355064337902,115.56928645690434
bass,171.3674702916486,111.30145737273556
bass,209.1577934337236,115.30924164321357
bass,159.3441219512944,110.21805822484794
bass,305.94816687249164,130.35565606390065
bass,171.34775093946956,111.29960700356102
bass,200.20965912113172,114.2748386999772
bass,165.3856279353986,110.75127470180591
bass,190.0897011469749,113.16985960684319
bass,194.10990526591192,113.60067998958628
bass,296.5432546615386,128.5511961537813
bass,166.66453553442628,110.8670333837571
bass,199.78358181432512,114.22693867451396
bass,181.11753410433985,112.24643430420087
bass,161.23962023334164,110.38294180040172
bass,205.15979275225277,114.8403301115018
bass,188.56570228691209,113.00931842316952
bass,220.37810855582396,116.68448892904937
bass,297.50717514992635,128.73240595040284
bass,338.700276821,137.3051716284712
bass,163.33690390316787,110.56794320929214
bass,178.74882189976458,112.01130544489932
bass,194.754384599389,113.67073786735985
bass,178.47648124094067,111.98450143959961
bass,189.65504693796302,113.1239172382208
bass,164.8939580630613,110.70704108746564
bass,152.0818256373121,109.60654051393308
bass,187.30006756791812,112.87714734627352
bass,203.3953807004738,114.63686251467793
bass,203.84319363364583,114.68830268048109
bass,150.43612977939094,109.47238565921484
bass,202.3316641713817,114.51521906076991
bass,323.85164745503397,134.0220754190925
bass,214.5490638990737,115.95903706794505
bass,182.91802388529658,112.42756510232283
bass,208.64207252190684,115.24813799129983
bass,221.13316449829537,116.7802187512796
bass,286.23364696648724,126.66515928666907
bass,237.35117220102063,118.93599891698527
bass,150.54875636059373,109.48151508341938
bass,230.27123319879854,117.97126861018465
bass,188.72786175110812,113.02632840082042
bass,184.4303123355272,112.58131591368328
bass,314.0649722379759,131.97949171173042
bass,192.91004823577484,113.4709827117022
bass,159.62241114441318,110.24212826084337
bass,191.84636019539934,113.35679970888174
bass,152.27237922038543,109.62217915398747
bass,327.20914895647894,134.74470780124946
bass,152.65208891355405,109.65340680718319
bass,238.89675582973862,119.15155848293963
bass,169.21745934270683,111.1011435335832
bass,231.72644599471784,118.16653920015719
bass,169.46995088870793,111.12451818874942
bass,347.59405064394355,139.38239444848227
bass,169.70469947079974,111.14628595646896
bass,170.97056036714505,111.26426015274839
bass,256.1671615614142,121.68420096726136
bass,153.83686884572018,109.75140176851552
bass,266.83045622380104,123.3651049165759
bass,153.32108490892284,109.70863660517766
bass,268.2430361892952,123.5946974361837
bass,227.07052009523392,117.54721843678291
bass,243.49321848496064,119.80324962400094
bass,285.68054299823274,126.56663099307899
bass,158.8374268864404,110.17435400119467
bass,211.98310785892056,115.64725136126519
bass,263.3520387819192,122.80669932308798
bass,223.05509281049746,117.02572624869183
bass,290.19026234883563,127.37781041107559
bass,180.53073769809325,112.18785177139023
bass,290.7088285031876,127.47223708124297
bass,174.50437977570238,111.5989203101101
bass,255.3960325195362,121.56617299555074
bass,197.66794146458065,113.99090141996824
bass,172.47951412632148,111.40620093923056
bass,168.50684553173335,111.03557108465
bass,184.37385140731496,112.57554912372363
bass,205.71487976625139,114.90477994724802
bass,244.29122663833164,119.91802452618073
bass,209.09095697747202,115.30131238870949
bass,354.2542937927734,140.9944344325735
bass,255.2623062151879,121.54575285886457
bass,252.77225944106436,121.16809364838029
bass,246.0593119689079,120.17405558879373
bass,218.22483540942193,116.413710227651
bass,184.1040991102385,112.5480256818596
bass,400.8039138027986,153.7278286224076
bass,261.23751420632215,122.47204446822177
bass,150.98333897778238,109.51681322202033
bass,239.93780608518756,119.29776217214332
bass,188.07864600163856,112.95833112731718
bass,267.1636456065932,123.41911192227273
bass,265.93230862468494,123.21997617281454
bass,189.8433148989709,113.14380170885349
bass,220.66870087505947,116.72128365023961
bass,180.65180499414924,112.19992039913328
bass,157.2974898477378,110.04248855106135
bass,222.79987184725104,116.99297215262453
bass,157.50034705738642,110.05977683194416
bass,294.2701961878988,128.12720672662917
bass,181.19943624421802,112.25462852076352
bass,189.1315619574677,113.0687498444858
bass,211.28069951812506,115.56270159494386
bass,268.7544790488485,123.678229086076
bass,197.98994493893738,114.02663312479952
bass,193.56437214932205,113.54159309372082
bass,217.25687876652782,116.29305673080373
bass,268.64506134071735,123.66034025926322
bass,217.93723209071277,116.3777920729243
bass,268.55236824759726,123.64519348176711
bass,223.85035371792114,117.12808656037986
bass,265.5725228089085,123.16202458557383
bass,163.61919066435033,110.59305013800822
bass,188.622005880007,113.0152225319362
bass,227.07605891006588,117.54794581736168
bass,165.77229497802128,110.78616659625136
bass,320.62916315229654,133.33910276601125
bass,171.98646489567219,111.35966479775888
bass,184.6495322740729,112.6037260774228
bass,170.84188601606635,111.25222235183698
bass,164.0636370133804,110.63267919773065
bass,201.6998913577594,114.44333407548831
bass,168.31726777561153,111.01813079545913
bass,169.6242865379319,111.13882555244236
bass,172.32311504827348,111.39142277724393
bass,172.24365412570822,111.38392039432847
bass,184.12595532434528,112.55025397054912
bass,338.19065347916944,137.18870386100983
bass,164.8236174487452,110.70072502791494
bass,157.8413690988019,110.08889640867757
bass,164.2956504995461,110.65341504416799
bass,153.43032463337383,109.7176806142289
bass,150.30377474334603,109.46166676573512
bass,264.4718029884646,122.98538449360376
bass,179.94217712844195,112.12931464302933
bass,297.4045552150005,128.71307404554182
bass,169.514783094201,111.1286727327311
bass,164.17414797195394,110.64255180436412
bass,172.199858865975,111.37978711586631
bass,193.41379895613431,113.52531913937753
bass,180.37826405344626,112.17266574886379
bass,197.65609616289217,113.98958830684313
bass,226.66465998207786,117.49397967799997
